#time redshift x  y z
5.3928 1.1415 33130.1159 32522.9112 33856.2272 
5.3982 1.1399 33153.7471 32545.5234 33880.2714 
5.4035 1.1384 33177.3065 32568.1421 33904.3473 
5.4089 1.1369 33200.9334 32590.7265 33928.3765 
5.4143 1.1354 33224.4731 32613.3050 33952.4447 
5.4197 1.1338 33248.0220 32635.8761 33976.5428 
5.4251 1.1323 33271.5126 32658.4559 34000.6479 
5.4304 1.1308 33295.0138 32681.0448 34024.7792 
5.4358 1.1293 33318.5198 32703.6073 34048.8408 
5.4412 1.1278 33341.9653 32726.1859 34072.9557 
5.4466 1.1263 33365.4033 32748.7197 34097.1078 
5.4520 1.1247 33388.9438 32771.2665 34121.2152 
5.4573 1.1232 33412.2759 32793.8004 34145.3918 
5.4627 1.1217 33435.6517 32816.3227 34169.5675 
5.4681 1.1202 33459.0629 32838.8291 34193.7466 
5.4735 1.1187 33482.4919 32861.3389 34217.8864 
5.4789 1.1172 33505.7798 32883.8355 34242.1400 
5.4842 1.1157 33529.1217 32906.3566 34266.3116 
5.4896 1.1142 33552.4116 32928.8434 34290.5429 
5.4950 1.1127 33575.6896 32951.3407 34314.7442 
5.5004 1.1113 33599.0578 32973.8393 34338.9275 
5.5058 1.1098 33622.3744 32996.3290 34363.0985 
5.5111 1.1083 33645.6701 33018.8340 34387.3124 
5.5165 1.1068 33668.9450 33041.3510 34411.4493 
5.5219 1.1053 33692.1690 33063.8208 34435.7250 
5.5273 1.1038 33715.4083 33086.2767 34459.9943 
5.5327 1.1024 33738.7216 33108.7493 34484.2019 
5.5381 1.1009 33761.8884 33131.2537 34508.5150 
5.5434 1.0994 33785.0654 33153.7092 34532.8923 
5.5488 1.0980 33808.3238 33176.1923 34557.1846 
5.5542 1.0965 33831.6441 33198.6595 34581.5152 
5.5596 1.0950 33855.0981 33221.0590 34605.9364 
5.5650 1.0936 33874.5529 33242.6926 34631.0606 
5.5703 1.0921 33897.7276 33265.2567 34655.4553 
5.5757 1.0907 33920.9958 33287.7140 34679.7304 
5.5811 1.0892 33944.1804 33310.1522 34704.0794 
5.5865 1.0877 33967.2665 33332.5843 34728.5045 
5.5919 1.0863 33990.3926 33355.0258 34752.8676 
5.5972 1.0848 34013.5559 33377.4359 34777.1712 
5.6026 1.0834 34036.6113 33399.7886 34801.6171 
5.6080 1.0820 34059.7252 33422.1646 34826.0290 
5.6134 1.0805 34082.8987 33444.5550 34850.3388 
5.6188 1.0791 34105.9782 33466.9162 34874.7469 
5.6241 1.0776 34129.0248 33489.2763 34899.1782 
5.6295 1.0762 34152.1138 33511.6287 34923.6079 
5.6349 1.0748 34175.1371 33533.9823 34948.1061 
5.6403 1.0733 34198.1450 33556.3231 34972.5924 
5.6457 1.0719 34221.2531 33578.7269 34996.9264 
5.6510 1.0705 34244.4033 33601.0415 35021.3256 
5.6564 1.0691 34267.4839 33623.3727 35045.8100 
5.6618 1.0676 34290.5098 33645.6901 35070.3453 
5.6672 1.0662 34313.5924 33668.0135 35094.8356 
5.6726 1.0648 34336.6433 33690.3063 35119.3550 
5.6779 1.0634 34359.6838 33712.6064 35143.8963 
5.6833 1.0620 34382.8084 33734.8814 35168.4101 
5.6887 1.0605 34405.7440 33757.1813 35193.0119 
5.6941 1.0591 34428.7127 33779.5093 35217.6076 
5.6995 1.0577 34451.6885 33801.8087 35242.2616 
5.7048 1.0563 34474.7960 33824.0842 35266.8503 
5.7102 1.0549 34497.6579 33846.3627 35291.6323 
5.7156 1.0535 34520.6962 33868.6577 35316.2947 
5.7210 1.0521 34543.5895 33890.9325 35341.0426 
5.7264 1.0507 34566.6316 33913.1699 35365.7361 
5.7318 1.0493 34589.5016 33935.4025 35390.5616 
5.7371 1.0479 34612.5135 33957.6383 35415.3098 
5.7425 1.0465 34635.3826 33979.8576 35440.1746 
5.7479 1.0451 34658.2973 34002.1114 35464.9221 
5.7533 1.0438 34681.1406 34024.3274 35489.8103 
5.7587 1.0424 34704.0289 34046.5354 35514.7129 
5.7640 1.0410 34726.9039 34068.7166 35539.6525 
5.7694 1.0396 34749.6905 34090.8869 35564.7358 
5.7748 1.0382 34772.5469 34113.0957 35589.7141 
5.7802 1.0369 34795.5024 34135.2976 35614.7014 
5.7856 1.0355 34818.3062 34157.5373 35639.7866 
5.7909 1.0341 34841.2980 34179.6848 35664.8325 
5.7963 1.0327 34864.2667 34201.8136 35689.8858 
5.8017 1.0314 34887.1173 34223.9617 35715.1240 
5.8071 1.0300 34910.0756 34246.0845 35740.3399 
5.8125 1.0286 34933.0551 34268.2124 35765.5836 
5.8178 1.0273 34955.9496 34290.3417 35790.8889 
5.8232 1.0259 34978.9966 34312.4291 35816.1993 
5.8286 1.0245 35002.0009 34334.5180 35841.6362 
5.8340 1.0232 35025.0233 34356.5979 35867.1365 
5.8394 1.0218 35048.2409 34378.6351 35892.6131 
5.8447 1.0205 35071.3803 34400.7002 35918.2562 
5.8501 1.0191 35094.5458 34422.7581 35943.9727 
5.8555 1.0178 35117.8698 34444.7951 35969.6622 
5.8609 1.0164 35141.3967 34466.8170 35995.2278 
5.8663 1.0151 35163.7734 34488.6031 36026.0729 
5.8716 1.0137 35187.0120 34510.4791 36052.1999 
5.8770 1.0124 35210.9959 34532.5225 36077.9347 
5.8824 1.0111 35235.0579 34554.5604 36103.7383 
5.8878 1.0097 35259.4577 34576.6431 36129.1411 
5.8932 1.0084 35283.6688 34598.6608 36154.6892 
5.8986 1.0071 35308.0165 34620.7375 36179.8684 
5.9039 1.0057 35332.5023 34642.8242 36204.8836 
5.9093 1.0044 35356.6555 34664.9160 36230.0542 
5.9147 1.0031 35382.5177 34686.6625 36256.3263 
5.9201 1.0017 35406.4152 34708.7450 36281.3465 
5.9255 1.0004 35430.4786 34730.8084 36306.2542 
5.9308 0.9991 35454.7403 34752.9072 36330.9663 
5.9362 0.9978 35478.9931 34775.0390 36355.6372 
5.9416 0.9964 35503.1701 34797.1669 36380.2564 
5.9470 0.9951 35527.2772 34819.2814 36404.9224 
5.9524 0.9938 35551.4393 34841.4691 36429.3942 
5.9577 0.9925 35575.5639 34863.6732 36453.8459 
5.9631 0.9912 35599.5566 34885.7759 36478.4047 
5.9685 0.9899 35623.4455 34907.8306 36503.0271 
5.9739 0.9886 35647.4768 34929.9515 36527.3756 
5.9793 0.9873 35671.3804 34952.0608 36551.8099 
5.9846 0.9860 35695.3028 34974.1956 36576.1141 
5.9900 0.9847 35719.1471 34996.3122 36600.3932 
5.9954 0.9834 35743.0462 35018.4628 36624.6418 
6.0008 0.9821 35766.9117 35040.5973 36648.9385 
6.0062 0.9808 35790.6858 35062.7290 36673.1794 
6.0115 0.9795 35814.4793 35084.8753 36697.3597 
6.0169 0.9782 35838.1754 35106.9451 36721.6659 
6.0223 0.9769 35861.9076 35129.0647 36745.8402 
6.0277 0.9756 35885.7233 35151.2582 36769.8576 
6.0331 0.9743 35909.4342 35173.3466 36794.0497 
6.0384 0.9730 35932.9665 35195.4324 36818.3178 
6.0438 0.9717 35956.6890 35217.5638 36842.4573 
6.0492 0.9704 35980.2310 35239.6718 36866.5223 
6.0546 0.9692 36003.7274 35261.8449 36890.8774 
6.0600 0.9679 36027.3690 35284.0170 36914.9418 
6.0653 0.9666 36051.0626 35306.2365 36938.9757 
6.0707 0.9653 36074.5370 35328.3455 36963.2917 
6.0761 0.9641 36098.0792 35350.5320 36987.3435 
6.0815 0.9628 36121.6418 35372.6039 37011.5366 
6.0869 0.9615 36145.1463 35394.8365 37035.5329 
6.0923 0.9602 36168.7243 35416.9899 37059.5708 
6.0976 0.9590 36192.2418 35439.1026 37083.6715 
6.1030 0.9577 36215.7571 35461.2181 37107.7183 
6.1084 0.9564 36239.1849 35483.3373 37131.7615 
6.1138 0.9552 36262.6360 35505.4583 37155.8290 
6.1192 0.9539 36286.1216 35527.5423 37179.7737 
6.1245 0.9527 36309.4399 35549.6780 37203.8246 
6.1299 0.9514 36332.7813 35571.7763 37227.8014 
6.1353 0.9502 36356.2073 35593.8660 37251.6920 
6.1407 0.9489 36379.5723 35616.0038 37275.6257 
6.1461 0.9477 36402.8685 35638.1171 37299.6126 
6.1514 0.9464 36426.4006 35660.1541 37323.5555 
6.1568 0.9452 36449.6283 35682.2556 37347.5260 
6.1622 0.9439 36472.8329 35704.3201 37371.5636 
6.1676 0.9427 36496.0319 35726.3829 37395.5566 
6.1730 0.9414 36519.2558 35748.4401 37419.4614 
6.1783 0.9402 36542.4073 35770.5746 37443.3757 
6.1837 0.9389 36565.3911 35792.7176 37467.3614 
6.1891 0.9377 36588.4535 35814.8265 37491.3310 
6.1945 0.9365 36611.5556 35836.9327 37515.2066 
6.1999 0.9352 36634.7025 35859.0101 37539.1456 
6.2052 0.9340 36657.6531 35881.1360 37563.1112 
6.2106 0.9328 36680.6769 35903.1535 37587.2793 
6.2160 0.9315 36703.7459 35925.2723 37611.4651 
6.2214 0.9303 36724.0517 35947.8540 37633.5812 
6.2268 0.9291 36747.4016 35969.9347 37657.3623 
6.2321 0.9279 36770.3449 35992.0294 37681.2266 
6.2375 0.9266 36793.2729 36014.1084 37705.1412 
6.2429 0.9254 36816.1944 36036.1725 37728.9788 
6.2483 0.9242 36839.0095 36058.2483 37752.8174 
6.2537 0.9230 36861.7424 36080.3340 37776.7210 
6.2591 0.9218 36884.5970 36102.4185 37800.5232 
6.2644 0.9205 36907.3460 36124.5094 37824.3635 
6.2698 0.9193 36930.0792 36146.5632 37848.2154 
6.2752 0.9181 36952.8670 36168.5969 37872.0990 
6.2806 0.9169 36975.5927 36190.6330 37895.9942 
6.2860 0.9157 36998.3294 36212.6834 37919.7597 
6.2913 0.9145 37017.9326 36234.8891 37942.8775 
6.2967 0.9133 37041.7619 36257.0417 37966.4463 
6.3021 0.9121 37064.3491 36279.1147 37990.3401 
6.3075 0.9109 37086.7946 36301.1944 38014.3024 
6.3129 0.9097 37109.2956 36323.2314 38038.1280 
6.3182 0.9085 37131.5344 36345.2853 38062.3175 
6.3236 0.9073 37153.9893 36367.3287 38086.2346 
6.3290 0.9061 37176.3053 36389.3520 38110.2682 
6.3344 0.9049 37198.7799 36411.5395 38134.1150 
6.3398 0.9037 37221.0956 36433.6110 38158.0789 
6.3451 0.9025 37243.0649 36455.7466 38182.7110 
6.3505 0.9013 37265.0393 36477.8332 38203.4411 
6.3559 0.9001 37287.1196 36499.8492 38227.6133 
6.3613 0.8989 37309.1268 36521.9039 38251.7585 
6.3667 0.8978 37331.1426 36543.9634 38275.9158 
6.3720 0.8966 37352.8840 36565.9722 38300.3409 
6.3774 0.8954 37374.7964 36588.0024 38324.6870 
6.3828 0.8942 37396.6497 36610.0679 38348.9280 
6.3882 0.8930 37418.4971 36632.1619 38373.3070 
6.3936 0.8919 37440.4413 36654.2657 38397.7519 
6.3989 0.8907 37462.2767 36676.5884 38419.4907 
6.4043 0.8895 37483.8252 36698.5323 38444.9492 
6.4097 0.8883 37505.7314 36720.6084 38469.6571 
6.4151 0.8872 37527.5417 36742.6811 38494.6089 
6.4205 0.8860 37549.3603 36764.7296 38519.7432 
6.4258 0.8848 37571.5317 36786.7759 38544.7619 
6.4312 0.8837 37593.6626 36808.7997 38570.1175 
6.4366 0.8825 37615.9381 36830.8269 38595.3582 
6.4420 0.8813 37638.3590 36852.8705 38620.6240 
6.4474 0.8802 37660.8101 36874.9204 38645.8953 
6.4528 0.8790 37683.6286 36896.9072 38670.9864 
6.4581 0.8779 37706.2980 36918.8758 38696.2974 
6.4635 0.8767 37728.8860 36940.8750 38721.7395 
6.4689 0.8755 37751.5535 36962.9497 38747.0976 
6.4743 0.8744 37774.4186 36984.9676 38772.3240 
6.4797 0.8732 37797.6237 37006.9693 38797.2709 
6.4850 0.8721 37820.5692 37028.9490 38822.4594 
6.4904 0.8709 37843.7457 37050.9717 38847.3351 
6.4958 0.8698 37866.8905 37073.0730 38872.2489 
6.5012 0.8686 37890.4111 37095.0291 38896.9876 
6.5066 0.8675 37913.7189 37117.0320 38921.8422 
6.5119 0.8663 37936.7573 37139.0460 38946.8276 
6.5173 0.8652 37959.8331 37161.0653 38971.6912 
6.5227 0.8641 37983.7296 37183.0669 38995.4577 
6.5281 0.8629 38009.4371 37204.7422 39023.6553 
6.5335 0.8618 38031.9802 37226.7016 39048.9091 
6.5388 0.8606 38054.9809 37248.6977 39073.8668 
6.5442 0.8595 38078.3757 37270.6390 39098.5521 
6.5496 0.8584 38101.6600 37292.7069 39123.2484 
6.5550 0.8572 38124.7932 37314.6837 39148.0972 
6.5604 0.8561 38148.0325 37336.6876 39172.8825 
6.5657 0.8550 38171.3980 37358.6959 39197.6207 
6.5711 0.8539 38194.7001 37380.6889 39222.2972 
6.5765 0.8527 38218.0517 37402.6952 39246.9542 
6.5819 0.8516 38241.7250 37424.6529 39271.4118 
6.5873 0.8505 38265.1224 37446.6549 39295.9185 
6.5926 0.8494 38288.3052 37468.6867 39320.5701 
6.5980 0.8482 38311.7035 37490.7171 39345.0491 
6.6034 0.8471 38335.1202 37512.6693 39369.5462 
6.6088 0.8460 38358.3431 37534.6980 39394.2293 
6.6142 0.8449 38382.0091 37556.6734 39418.4466 
6.6195 0.8438 38405.3459 37578.6473 39442.9197 
6.6249 0.8426 38428.8947 37600.6414 39467.2077 
