#time redshift x  y z
5.8017 1.0314 34888.0222 34221.5854 35736.2796 
5.8071 1.0300 34911.0506 34243.7822 35760.1821 
5.8125 1.0286 34934.4206 34265.9335 35784.1297 
5.8178 1.0273 34957.6456 34288.0057 35808.2007 
5.8232 1.0259 34980.9717 34310.0076 35832.3029 
5.8286 1.0245 35004.2742 34332.1165 35856.3442 
5.8340 1.0232 35027.5042 34354.0442 35880.4793 
5.8394 1.0218 35051.4339 34377.8342 35907.8152 
5.8447 1.0205 35074.6373 34399.5699 35931.2851 
5.8501 1.0191 35097.8450 34421.6608 35955.1236 
5.8555 1.0178 35121.0863 34443.7887 35979.1596 
5.8609 1.0164 35144.2906 34465.9147 36003.2492 
5.8663 1.0151 35167.5455 34487.9558 36027.0767 
5.8716 1.0137 35190.8186 34509.8357 36051.0961 
5.8770 1.0124 35213.8505 34531.7970 36075.1389 
5.8824 1.0111 35237.7525 34555.8882 36102.7037 
5.8878 1.0097 35260.8666 34577.4768 36125.9912 
5.8932 1.0084 35284.2747 34599.1471 36149.7663 
5.8986 1.0071 35307.4545 34621.2028 36173.7646 
5.9039 1.0057 35330.6338 34643.3347 36197.8034 
5.9093 1.0044 35353.9220 34665.4200 36221.7115 
5.9147 1.0031 35377.0882 34687.4266 36245.7848 
5.9201 1.0017 35400.0682 34709.6233 36269.9789 
5.9255 1.0004 35423.8002 34733.3803 36297.3058 
5.9308 0.9991 35447.1140 34754.9462 36320.6438 
5.9362 0.9978 35470.2958 34776.9213 36344.5883 
5.9416 0.9964 35493.4847 34798.8682 36368.6101 
5.9470 0.9951 35516.7988 34820.7186 36392.5577 
5.9524 0.9938 35540.0715 34842.8266 36416.5646 
5.9577 0.9925 35563.1586 34864.8486 36440.7877 
5.9631 0.9912 35586.3148 34886.8370 36464.5740 
5.9685 0.9899 35610.1031 34910.7187 36491.8407 
5.9739 0.9886 35632.9781 34932.4245 36515.3041 
5.9793 0.9873 35656.2384 34954.3308 36539.1395 
5.9846 0.9860 35679.5666 34976.1038 36563.0384 
5.9900 0.9847 35702.7811 34998.0858 36587.0572 
5.9954 0.9834 35725.7718 35020.1859 36611.0960 
6.0008 0.9821 35748.9633 35042.1847 36635.1836 
6.0062 0.9808 35772.0232 35064.1998 36659.1603 
6.0115 0.9795 35796.0656 35087.7998 36686.3243 
6.0169 0.9782 35819.0196 35109.6992 36709.7840 
6.0223 0.9769 35842.2255 35131.5046 36733.7248 
6.0277 0.9756 35865.3887 35153.2915 36757.7299 
6.0331 0.9743 35888.3935 35175.3180 36781.7652 
6.0384 0.9730 35911.5484 35197.3867 36805.8183 
6.0438 0.9717 35934.7504 35219.3130 36829.8332 
6.0492 0.9704 35957.7498 35241.2455 36853.7775 
6.0546 0.9692 35982.0079 35264.6809 36880.5761 
6.0600 0.9679 36004.8986 35286.5447 36904.2465 
6.0653 0.9666 36027.9366 35308.4591 36928.2059 
6.0707 0.9653 36050.9647 35330.4893 36952.2516 
6.0761 0.9641 36074.1019 35352.4446 36976.2822 
6.0815 0.9628 36097.2783 35374.4102 37000.1874 
6.0869 0.9615 36120.2103 35396.4632 37024.1782 
6.0923 0.9602 36143.0945 35418.4390 37048.0609 
6.0976 0.9590 36167.5887 35441.6693 37075.1193 
6.1030 0.9577 36190.4898 35463.5037 37098.7365 
6.1084 0.9564 36213.4639 35485.4521 37122.6544 
6.1138 0.9552 36236.4125 35507.4506 37146.5917 
6.1192 0.9539 36259.3572 35529.4274 37170.5325 
6.1245 0.9527 36282.4796 35551.2759 37194.4014 
6.1299 0.9514 36305.4464 35573.0893 37218.5421 
6.1353 0.9502 36328.3580 35594.9983 37242.4624 
6.1407 0.9489 36352.6849 35618.7274 37269.1765 
6.1461 0.9477 36375.5176 35640.3452 37292.8328 
6.1514 0.9464 36398.5561 35662.3481 37316.8162 
6.1568 0.9452 36421.4526 35684.3553 37340.7540 
6.1622 0.9439 36444.5511 35706.2969 37364.8663 
6.1676 0.9427 36467.7343 35728.1495 37388.7566 
6.1730 0.9414 36490.6896 35750.1582 37412.8007 
6.1783 0.9402 36513.7408 35771.8984 37436.6911 
6.1837 0.9389 36538.1096 35795.4695 37462.8942 
6.1891 0.9377 36560.8010 35817.2050 37486.7815 
6.1945 0.9365 36583.9158 35839.0490 37510.6940 
6.1999 0.9352 36606.7915 35860.9986 37534.7191 
6.2052 0.9340 36629.7456 35882.8473 37558.6966 
6.2106 0.9328 36652.7862 35904.8586 37582.6716 
6.2160 0.9315 36675.8640 35926.6666 37606.7022 
6.2214 0.9303 36698.8948 35948.4669 37630.7105 
6.2268 0.9291 36721.6543 35970.1112 37654.0148 
6.2321 0.9279 36746.1761 35993.5432 37680.6203 
6.2375 0.9266 36769.1067 36015.3744 37704.4825 
6.2429 0.9254 36792.2080 36037.3306 37728.5374 
6.2483 0.9242 36815.0980 36059.3462 37752.5011 
6.2537 0.9230 36837.9764 36081.2766 37776.5359 
6.2591 0.9218 36861.0424 36103.0460 37800.6020 
6.2644 0.9205 36884.0265 36124.8610 37824.4436 
6.2698 0.9193 36906.8431 36146.3928 37847.9237 
6.2752 0.9181 36931.0876 36170.0930 37874.8036 
6.2806 0.9169 36954.0427 36191.7514 37898.6975 
6.2860 0.9157 36976.9613 36213.6941 37922.6797 
6.2913 0.9145 36999.8602 36235.6378 37946.5940 
6.2967 0.9133 37022.7670 36257.5912 37970.4950 
6.3021 0.9121 37045.7345 36279.4903 37994.4385 
6.3075 0.9109 37068.8172 36301.0758 38018.4515 
6.3129 0.9097 37091.5666 36322.8054 38042.1710 
6.3182 0.9085 37115.8759 36346.4531 38068.3786 
6.3236 0.9073 37138.8556 36368.1472 38092.2818 
6.3290 0.9061 37161.7778 36389.9964 38116.3486 
6.3344 0.9049 37184.8498 36411.8574 38140.2676 
6.3398 0.9037 37207.8256 36433.7171 38164.2590 
6.3451 0.9025 37230.7728 36455.5299 38188.1970 
6.3505 0.9013 37253.6101 36477.3325 38212.0916 
6.3559 0.9001 37276.5689 36499.0485 38235.6507 
6.3613 0.8989 37300.6294 36522.7857 38262.2510 
6.3667 0.8978 37323.6711 36544.4380 38285.9802 
6.3720 0.8966 37346.6936 36566.2954 38309.9437 
6.3774 0.8954 37369.5841 36588.2926 38333.7296 
6.3828 0.8942 37392.5146 36610.0612 38357.6945 
6.3882 0.8930 37415.3169 36631.8931 38381.5484 
6.3936 0.8919 37438.2150 36653.7174 38405.3087 
6.3989 0.8907 37460.9710 36675.5285 38429.0272 
6.4043 0.8895 37485.2245 36699.0239 38455.6646 
6.4097 0.8883 37507.9904 36720.9558 38479.3078 
6.4151 0.8872 37531.0094 36742.7249 38503.1498 
6.4205 0.8860 37554.1769 36764.5674 38527.0127 
6.4258 0.8848 37577.1893 36786.3169 38550.9947 
6.4312 0.8837 37600.1419 36808.1564 38574.7564 
6.4366 0.8825 37622.9296 36830.1164 38598.5638 
6.4420 0.8813 37645.6382 36851.9130 38622.4288 
6.4474 0.8802 37670.1196 36875.3989 38648.5728 
6.4528 0.8790 37692.7573 36897.1753 38672.4955 
6.4581 0.8779 37715.8447 36918.8651 38696.3027 
6.4635 0.8767 37738.7673 36940.6427 38720.1412 
6.4689 0.8755 37761.7291 36962.4129 38744.0371 
6.4743 0.8744 37784.6131 36984.1787 38768.0619 
6.4797 0.8732 37807.6400 37006.1248 38791.5888 
6.4850 0.8721 37830.6360 37027.9456 38815.2480 
6.4904 0.8709 37854.8690 37051.5083 38841.9901 
6.4958 0.8698 37877.5787 37072.9641 38865.4589 
6.5012 0.8686 37900.3097 37094.7996 38889.1410 
6.5066 0.8675 37923.3447 37116.6234 38912.8154 
6.5119 0.8663 37946.3962 37138.4507 38936.5782 
6.5173 0.8652 37969.2539 37160.3129 38960.5188 
6.5227 0.8641 37992.0698 37182.1678 38984.4782 
6.5281 0.8629 38015.3026 37203.8485 39007.9911 
6.5335 0.8618 38038.0376 37225.6562 39031.4864 
6.5388 0.8606 38062.0960 37248.7701 39058.3529 
6.5442 0.8595 38084.9311 37270.5992 39082.0491 
6.5496 0.8584 38107.8923 37292.3674 39105.9326 
6.5550 0.8572 38130.9475 37314.3364 39129.6273 
6.5604 0.8561 38153.9332 37336.0900 39153.5364 
6.5657 0.8550 38176.9464 37357.7771 39177.2653 
6.5711 0.8539 38199.8554 37379.4551 39201.0371 
6.5765 0.8527 38222.4369 37401.0900 39224.8403 
6.5819 0.8516 38246.4992 37424.5439 39251.4715 
6.5873 0.8505 38269.3673 37446.2581 39275.0449 
6.5926 0.8494 38292.4519 37468.0010 39298.8578 
6.5980 0.8482 38315.5579 37489.8043 39322.6507 
6.6034 0.8471 38338.6201 37511.6708 39346.2479 
6.6088 0.8460 38361.3754 37533.3476 39370.2698 
6.6142 0.8449 38384.3071 37555.0332 39394.1280 
6.6195 0.8438 38407.2138 37576.6765 39417.7257 
6.6249 0.8426 38431.3442 37600.1344 39444.3611 
