#time redshift x  y z
4.9785 1.2674 31285.4615 30769.6595 31971.5921 
4.9839 1.2656 31309.2571 30792.5439 31996.3316 
4.9892 1.2639 31332.9703 30815.4559 32021.1827 
4.9946 1.2621 31356.6721 30838.3692 32046.0338 
5.0000 1.2604 31380.4150 30861.3261 32070.8181 
5.0054 1.2587 31404.1645 30884.2357 32095.6261 
5.0108 1.2570 31427.8952 30907.1137 32120.4292 
5.0161 1.2552 31451.5850 30929.9833 32145.2351 
5.0215 1.2535 31475.2799 30952.8237 32169.9441 
5.0269 1.2518 31499.0140 30975.6857 32194.7568 
5.0323 1.2501 31522.7957 30998.5365 32219.5184 
5.0377 1.2484 31546.5131 31021.3905 32244.3105 
5.0430 1.2467 31570.1877 31044.2532 32269.1227 
5.0484 1.2450 31593.8855 31067.1349 32293.9796 
5.0538 1.2433 31617.5500 31089.9172 32318.7368 
5.0592 1.2416 31641.2710 31112.7612 32343.5608 
5.0646 1.2399 31665.0350 31135.5798 32368.3072 
5.0699 1.2382 31688.5872 31158.3166 32393.0457 
5.0753 1.2365 31712.2931 31181.1729 32417.8114 
5.0807 1.2348 31735.9399 31203.8832 32442.5034 
5.0861 1.2331 31759.5397 31226.5097 32467.1832 
5.0915 1.2314 31785.2371 31251.5021 32493.7462 
5.0968 1.2297 31808.7750 31274.0610 32518.3922 
5.1022 1.2281 31832.3469 31296.8324 32543.0964 
5.1076 1.2264 31856.0473 31319.5201 32567.6889 
5.1130 1.2247 31879.6626 31342.2573 32592.4288 
5.1184 1.2231 31903.3025 31365.0425 32617.1258 
5.1237 1.2214 31926.9616 31387.7612 32641.7574 
5.1291 1.2197 31950.6011 31410.4929 32666.4813 
5.1345 1.2181 31974.2661 31433.2003 32691.1741 
5.1399 1.2164 31997.9299 31455.9824 32715.9281 
5.1453 1.2148 32021.5205 31478.7070 32740.6954 
5.1506 1.2131 32045.1226 31501.4183 32765.4350 
5.1560 1.2115 32068.7680 31524.1186 32790.1499 
5.1614 1.2098 32092.4011 31546.7772 32814.8527 
5.1668 1.2082 32116.0095 31569.4939 32839.6161 
5.1722 1.2065 32139.6598 31592.2347 32864.3683 
5.1776 1.2049 32163.2322 31614.9543 32889.1980 
5.1829 1.2032 32186.7649 31637.6475 32913.9716 
5.1883 1.2016 32210.2665 31660.3518 32938.7036 
5.1937 1.2000 32233.7976 31683.0152 32963.4442 
5.1991 1.1984 32257.4217 31705.6517 32988.1722 
5.2045 1.1967 32281.0636 31728.4037 33012.7492 
5.2098 1.1951 32304.6305 31751.0283 33037.5061 
5.2152 1.1935 32328.1410 31773.7156 33062.1664 
5.2206 1.1919 32351.7170 31796.3268 33086.8378 
5.2260 1.1903 32375.2543 31819.0090 33111.5065 
5.2314 1.1886 32398.8523 31841.6400 33136.1903 
5.2367 1.1870 32422.4485 31864.2388 33160.8383 
5.2421 1.1854 32445.9414 31886.8295 33185.5514 
5.2475 1.1838 32469.4605 31909.4356 33210.1762 
5.2529 1.1822 32493.0066 31932.0563 33234.8481 
5.2583 1.1806 32516.5112 31954.6681 33259.4467 
5.2636 1.1790 32539.9647 31977.2674 33284.0031 
5.2690 1.1774 32563.4962 31999.8096 33308.5941 
5.2744 1.1758 32586.9849 32022.3651 33333.2481 
5.2798 1.1743 32610.4811 32044.8918 33357.9104 
5.2852 1.1727 32633.9318 32067.4587 33382.4870 
5.2905 1.1711 32657.4144 32089.9927 33407.0093 
5.2959 1.1695 32682.8288 32114.5946 33433.7947 
5.3013 1.1679 32706.1896 32136.9808 33458.3216 
5.3067 1.1664 32729.6545 32159.4476 33482.8198 
5.3121 1.1648 32753.1343 32181.9295 33507.4067 
5.3174 1.1632 32776.6483 32204.5761 33531.9966 
5.3228 1.1616 32800.2063 32227.1195 33556.5544 
5.3282 1.1601 32823.8019 32249.6358 33581.1501 
5.3336 1.1585 32847.3955 32272.2006 33605.7412 
5.3390 1.1570 32870.9205 32294.6703 33630.3342 
5.3444 1.1554 32894.4017 32317.1677 33654.8380 
5.3497 1.1538 32917.9397 32339.6901 33679.4144 
5.3551 1.1523 32941.4362 32362.2466 33704.0067 
5.3605 1.1507 32964.9621 32384.8015 33728.5189 
5.3659 1.1492 32988.4690 32407.4267 33753.0659 
5.3713 1.1476 33011.9903 32429.9194 33777.6700 
5.3766 1.1461 33035.5291 32452.5040 33802.1920 
5.3820 1.1446 33058.9323 32475.0729 33826.7740 
5.3874 1.1430 33082.4074 32497.6254 33851.3284 
5.3928 1.1415 33105.9862 32520.1060 33875.8124 
5.3982 1.1399 33129.4152 32542.6019 33900.4054 
5.4035 1.1384 33152.8817 32565.1528 33924.8995 
5.4089 1.1369 33176.4512 32587.6685 33949.4187 
5.4143 1.1354 33199.9719 32610.1926 33973.9707 
5.4197 1.1338 33223.5249 32632.6948 33998.4841 
5.4251 1.1323 33246.9346 32655.1466 34023.0083 
5.4304 1.1308 33270.4199 32677.6144 34047.5810 
5.4358 1.1293 33293.9598 32700.0959 34072.1117 
5.4412 1.1278 33317.4880 32722.4757 34096.6377 
5.4466 1.1263 33341.0643 32744.8460 34121.0515 
5.4520 1.1247 33364.5584 32767.3125 34145.5365 
5.4573 1.1232 33388.0614 32789.7097 34170.0508 
5.4627 1.1217 33411.4484 32812.1993 34194.5431 
5.4681 1.1202 33434.9075 32834.6880 34219.0479 
5.4735 1.1187 33458.4403 32857.0111 34243.5641 
5.4789 1.1172 33481.9251 32879.4460 34267.9602 
5.4842 1.1157 33505.4197 32901.9406 34292.4016 
5.4896 1.1142 33528.8334 32924.3266 34316.8399 
5.4950 1.1127 33552.2689 32946.7156 34341.2854 
5.5004 1.1113 33575.6464 32969.0844 34365.7379 
5.5058 1.1098 33599.0704 32991.4817 34390.0277 
5.5111 1.1083 33622.0535 33013.9270 34414.3653 
5.5165 1.1068 33647.7077 33038.4948 34440.9387 
5.5219 1.1053 33671.0308 33060.7446 34465.3328 
5.5273 1.1038 33694.4700 33083.0245 34489.8340 
5.5327 1.1024 33717.9684 33105.3080 34514.2882 
5.5381 1.1009 33741.3812 33127.6391 34538.7493 
5.5434 1.0994 33764.7209 33150.0663 34563.2621 
5.5488 1.0980 33788.1107 33172.4499 34587.6987 
5.5542 1.0965 33811.6115 33194.8485 34612.0904 
5.5596 1.0950 33835.0854 33217.1343 34636.5275 
5.5650 1.0936 33858.4677 33239.5577 34661.0108 
5.5703 1.0921 33881.8328 33261.9657 34685.4338 
5.5757 1.0907 33905.2122 33284.3804 34709.8396 
5.5811 1.0892 33928.6177 33306.7046 34734.3059 
5.5865 1.0877 33952.0171 33329.1357 34758.7166 
5.5919 1.0863 33975.3470 33351.5436 34783.1706 
5.5972 1.0848 33998.8949 33373.7962 34807.4703 
5.6026 1.0834 34022.2473 33396.1412 34831.9566 
5.6080 1.0820 34045.6211 33418.5393 34856.3781 
5.6134 1.0805 34069.0203 33440.9231 34880.8047 
5.6188 1.0791 34092.4936 33463.3034 34905.2752 
5.6241 1.0776 34115.8385 33485.6853 34929.6947 
5.6295 1.0762 34139.2857 33508.0146 34953.9841 
5.6349 1.0748 34162.6957 33530.2994 34978.3376 
5.6403 1.0733 34186.0838 33552.6029 35002.6680 
5.6457 1.0719 34209.3851 33574.8967 35027.0789 
5.6510 1.0705 34232.7383 33597.2144 35051.5197 
5.6564 1.0691 34256.0739 33619.6232 35075.9916 
5.6618 1.0676 34279.4913 33641.8581 35100.4262 
5.6672 1.0662 34302.8474 33664.1630 35124.8459 
5.6726 1.0648 34326.1258 33686.4674 35149.2227 
5.6779 1.0634 34349.5095 33708.8069 35173.4941 
5.6833 1.0620 34372.9238 33731.1050 35197.8912 
5.6887 1.0605 34396.3319 33753.3708 35222.2808 
5.6941 1.0591 34419.6514 33775.7392 35246.6268 
5.6995 1.0577 34443.0225 33798.0321 35270.9801 
5.7048 1.0563 34466.3465 33820.3462 35295.3411 
5.7102 1.0549 34489.7379 33842.5741 35319.8215 
5.7156 1.0535 34513.0635 33864.9184 35344.3052 
5.7210 1.0521 34536.3594 33887.1926 35368.6697 
5.7264 1.0507 34559.5852 33909.4714 35393.0599 
5.7318 1.0493 34582.8484 33931.6917 35417.3368 
5.7371 1.0479 34606.1704 33953.8116 35441.6981 
5.7425 1.0465 34629.5072 33975.9753 35465.9980 
5.7479 1.0451 34652.6951 33998.1488 35490.2576 
5.7533 1.0438 34675.7034 34020.1610 35514.5518 
5.7587 1.0424 34701.3254 34044.5559 35540.8408 
5.7640 1.0410 34724.4956 34066.6982 35565.1414 
5.7694 1.0396 34747.7773 34088.9787 35589.4316 
5.7748 1.0382 34771.0984 34111.1535 35613.7334 
5.7802 1.0369 34794.4129 34133.2931 35638.1231 
5.7856 1.0355 34817.7563 34155.5769 35662.5264 
5.7909 1.0341 34840.9807 34177.8779 35686.8683 
5.7963 1.0327 34864.2355 34200.0709 35711.2714 
5.8017 1.0314 34887.5257 34222.2893 35735.5752 
5.8071 1.0300 34910.8681 34244.5183 35759.9786 
5.8125 1.0286 34934.1638 34266.6858 35784.3077 
5.8178 1.0273 34957.4028 34288.8819 35808.6477 
5.8232 1.0259 34980.6994 34311.1179 35832.9862 
5.8286 1.0245 35003.9346 34333.2692 35857.3018 
5.8340 1.0232 35027.3022 34355.4514 35881.5761 
5.8394 1.0218 35050.5954 34377.6285 35905.9498 
5.8447 1.0205 35073.9003 34399.7877 35930.2794 
5.8501 1.0191 35097.2224 34422.0133 35954.5982 
5.8555 1.0178 35120.5719 34444.1312 35978.9790 
5.8609 1.0164 35143.9175 34466.3151 36003.3434 
5.8663 1.0151 35167.1822 34488.5129 36027.7001 
5.8716 1.0137 35190.5337 34510.7032 36052.0854 
5.8770 1.0124 35213.8853 34532.8476 36076.3086 
5.8824 1.0111 35237.1769 34554.8774 36100.6163 
5.8878 1.0097 35260.4629 34576.9766 36124.9132 
5.8932 1.0084 35283.8240 34599.0860 36149.2616 
5.8986 1.0071 35307.0651 34621.2753 36173.5726 
5.9039 1.0057 35330.2668 34643.4615 36197.8959 
5.9093 1.0044 35353.5107 34665.5490 36222.1893 
5.9147 1.0031 35376.8074 34687.6186 36246.4279 
5.9201 1.0017 35400.0429 34709.7907 36270.7420 
5.9255 1.0004 35423.3136 34731.8923 36295.0821 
5.9308 0.9991 35446.5974 34754.0608 36319.4291 
5.9362 0.9978 35469.8953 34776.2020 36343.6826 
5.9416 0.9964 35493.1283 34798.3842 36367.9582 
5.9470 0.9951 35516.3278 34820.5494 36392.2748 
5.9524 0.9938 35539.5471 34842.6671 36416.5856 
5.9577 0.9925 35562.7709 34864.8187 36440.8972 
5.9631 0.9912 35585.9678 34886.9663 36465.1840 
5.9685 0.9899 35609.1445 34909.1992 36489.4438 
5.9739 0.9886 35632.3151 34931.3366 36513.7375 
5.9793 0.9873 35655.5450 34953.4410 36538.0193 
5.9846 0.9860 35678.7361 34975.5555 36562.3151 
5.9900 0.9847 35701.9563 34997.5623 36586.5527 
5.9954 0.9834 35725.2115 35019.6715 36610.8165 
6.0008 0.9821 35748.3487 35041.7811 36635.1325 
6.0062 0.9808 35771.5823 35063.9377 36659.3602 
6.0115 0.9795 35794.6909 35085.9360 36683.6196 
6.0169 0.9782 35817.8781 35107.9359 36707.8750 
6.0223 0.9769 35842.3501 35133.0666 36734.2310 
6.0277 0.9756 35865.5596 35154.9169 36758.3538 
6.0331 0.9743 35888.6344 35176.9240 36782.7055 
6.0384 0.9730 35911.8032 35198.9494 36806.9774 
6.0438 0.9717 35934.9632 35221.0083 36831.2349 
6.0492 0.9704 35958.1766 35243.0089 36855.5019 
6.0546 0.9692 35981.4044 35265.0780 36879.8040 
6.0600 0.9679 36004.5733 35287.0855 36904.0269 
6.0653 0.9666 36027.7775 35309.0801 36928.3274 
6.0707 0.9653 36051.0624 35331.0284 36952.5946 
6.0761 0.9641 36074.2554 35353.1078 36976.9196 
6.0815 0.9628 36097.4599 35375.1652 37001.1884 
6.0869 0.9615 36120.6428 35397.1684 37025.4532 
6.0923 0.9602 36143.7653 35419.2969 37049.7090 
6.0976 0.9590 36166.9606 35441.4515 37074.0338 
6.1030 0.9577 36190.1107 35463.5647 37098.2846 
6.1084 0.9564 36213.2575 35485.6439 37122.5547 
6.1138 0.9552 36236.4447 35507.7522 37146.7573 
6.1192 0.9539 36259.7020 35529.7054 37171.0016 
6.1245 0.9527 36282.9281 35551.7317 37195.2413 
6.1299 0.9514 36306.0336 35573.7787 37219.4711 
6.1353 0.9502 36329.2043 35595.8714 37243.7077 
6.1407 0.9489 36352.4054 35617.9292 37267.9851 
6.1461 0.9477 36375.5379 35639.9488 37292.2241 
6.1514 0.9464 36398.6981 35662.0100 37316.4718 
6.1568 0.9452 36421.8131 35684.1428 37340.6604 
6.1622 0.9439 36444.9974 35706.2351 37364.8681 
6.1676 0.9427 36468.1825 35728.2608 37389.0638 
6.1730 0.9414 36491.3102 35750.2222 37413.2769 
6.1783 0.9402 36514.3861 35772.2430 37437.5656 
6.1837 0.9389 36537.5209 35794.2794 37461.8037 
6.1891 0.9377 36560.6352 35816.2854 37486.0757 
6.1945 0.9365 36583.7608 35838.3689 37510.2840 
6.1999 0.9352 36606.9317 35860.3808 37534.4549 
6.2052 0.9340 36630.1413 35882.3886 37558.6852 
6.2106 0.9328 36653.2295 35904.4089 37582.8329 
6.2160 0.9315 36676.3489 35926.4619 37606.9541 
6.2214 0.9303 36699.3974 35948.5554 37631.1390 
6.2268 0.9291 36722.4776 35970.5586 37655.4151 
6.2321 0.9279 36745.6432 35992.5831 37679.6858 
6.2375 0.9266 36768.7830 36014.6045 37703.9229 
6.2429 0.9254 36791.8653 36036.6395 37728.0883 
6.2483 0.9242 36815.0233 36058.5840 37752.2588 
6.2537 0.9230 36838.1502 36080.5701 37776.4324 
6.2591 0.9218 36861.3300 36102.6591 37800.6022 
6.2644 0.9205 36884.4871 36124.6860 37824.8530 
6.2698 0.9193 36907.4978 36146.6944 37849.0843 
6.2752 0.9181 36930.5776 36168.7469 37873.2605 
6.2806 0.9169 36953.5960 36190.8313 37897.4348 
6.2860 0.9157 36976.6476 36212.9014 37921.6103 
6.2913 0.9145 36999.7441 36234.9684 37945.7947 
6.2967 0.9133 37022.9008 36257.0141 37969.9764 
6.3021 0.9121 37045.9493 36279.0070 37994.1178 
6.3075 0.9109 37069.0536 36300.9347 38018.1917 
6.3129 0.9097 37092.1427 36322.9402 38042.4339 
6.3182 0.9085 37115.1574 36344.9541 38066.5907 
6.3236 0.9073 37138.1324 36366.9251 38090.6471 
6.3290 0.9061 37161.1757 36388.8916 38114.6992 
6.3344 0.9049 37184.2266 36410.8336 38138.8822 
6.3398 0.9037 37207.2272 36432.7426 38163.0250 
6.3451 0.9025 37231.9817 36457.3355 38189.6410 
6.3505 0.9013 37255.0504 36479.1868 38213.7035 
6.3559 0.9001 37278.0114 36501.1169 38237.8202 
6.3613 0.8989 37301.0916 36523.0481 38261.8672 
6.3667 0.8978 37324.1919 36545.0090 38286.0589 
6.3720 0.8966 37347.2007 36567.0387 38310.1323 
6.3774 0.8954 37370.2424 36588.9923 38334.2125 
6.3828 0.8942 37393.2728 36610.8305 38358.4003 
6.3882 0.8930 37416.3325 36632.7870 38382.5991 
6.3936 0.8919 37439.2986 36654.7490 38406.8051 
6.3989 0.8907 37462.3808 36676.6807 38430.9031 
6.4043 0.8895 37485.4988 36698.8030 38454.8951 
6.4097 0.8883 37508.5821 36720.8685 38478.9943 
6.4151 0.8872 37531.6377 36742.8605 38503.0499 
6.4205 0.8860 37554.6753 36764.8737 38527.2319 
6.4258 0.8848 37577.8252 36786.7949 38551.3032 
6.4312 0.8837 37600.9095 36808.7772 38575.3823 
6.4366 0.8825 37624.0229 36830.7184 38599.4784 
6.4420 0.8813 37647.1180 36852.6829 38623.5525 
6.4474 0.8802 37670.2384 36874.5909 38647.7669 
6.4528 0.8790 37693.2849 36896.5822 38671.8914 
6.4581 0.8779 37716.3913 36918.5099 38695.9705 
6.4635 0.8767 37739.4766 36940.4481 38720.0543 
6.4689 0.8755 37762.6103 36962.4382 38744.2624 
6.4743 0.8744 37785.6705 36984.4470 38768.3750 
6.4797 0.8732 37808.7376 37006.4215 38792.4310 
6.4850 0.8721 37831.7012 37028.3332 38816.5423 
6.4904 0.8709 37854.7361 37050.2918 38840.6229 
6.4958 0.8698 37877.7441 37072.2682 38864.7412 
6.5012 0.8686 37900.7165 37094.2157 38888.8557 
6.5066 0.8675 37923.7808 37116.2372 38912.9513 
6.5119 0.8663 37946.8855 37138.1495 38937.0337 
6.5173 0.8652 37969.9531 37160.0718 38961.1424 
6.5227 0.8641 37993.0264 37182.0373 38985.2458 
6.5281 0.8629 38016.0169 37203.9566 39009.3072 
6.5335 0.8618 38039.0433 37225.9099 39033.3558 
6.5388 0.8606 38062.1152 37247.8629 39057.5045 
6.5442 0.8595 38085.1119 37269.8550 39081.5965 
6.5496 0.8584 38108.1916 37291.8216 39105.6566 
6.5550 0.8572 38131.2891 37313.8112 39129.8560 
6.5604 0.8561 38154.3120 37335.7504 39153.9375 
6.5657 0.8550 38177.3600 37357.7371 39178.1021 
6.5711 0.8539 38200.3897 37379.7173 39202.1492 
6.5765 0.8527 38223.4500 37401.6358 39226.1962 
6.5819 0.8516 38246.4448 37423.5918 39250.2637 
6.5873 0.8505 38269.4342 37445.6015 39274.3201 
6.5926 0.8494 38292.4826 37467.5723 39298.3633 
6.5980 0.8482 38315.5414 37489.5618 39322.4162 
6.6034 0.8471 38338.6448 37511.5912 39346.4925 
6.6088 0.8460 38361.7431 37533.5751 39370.5419 
6.6142 0.8449 38384.8067 37555.5231 39394.6011 
6.6195 0.8438 38407.8653 37577.4198 39418.6579 
6.6249 0.8426 38430.9748 37599.3131 39442.6936 
