#time redshift x  y z
5.4251 1.1323 33247.1846 32655.9935 34023.7720 
5.4304 1.1308 33270.7455 32678.4608 34048.3349 
5.4358 1.1293 33294.2685 32701.0022 34072.7909 
5.4412 1.1278 33317.7490 32723.4764 34097.3049 
5.4466 1.1263 33341.2291 32746.0437 34121.8206 
5.4520 1.1247 33364.7382 32768.5511 34146.3582 
5.4573 1.1232 33388.2157 32790.9966 34170.9415 
5.4627 1.1217 33411.7020 32813.4210 34195.4282 
5.4681 1.1202 33435.2908 32835.8830 34219.9099 
5.4735 1.1187 33458.8196 32858.3346 34244.4128 
5.4789 1.1172 33482.2605 32880.7986 34269.0105 
5.4842 1.1157 33505.7463 32903.2472 34293.5788 
5.4896 1.1142 33529.2673 32925.7477 34318.0651 
5.4950 1.1127 33552.7748 32948.2855 34342.6252 
5.5004 1.1113 33576.2638 32970.7181 34367.1381 
5.5058 1.1098 33599.7479 32993.1315 34391.7335 
5.5111 1.1083 33623.1820 33015.5687 34416.2046 
5.5165 1.1068 33646.6696 33038.0197 34440.6793 
5.5219 1.1053 33670.1490 33060.4335 34465.1612 
5.5273 1.1038 33693.5377 33082.8386 34489.6814 
5.5327 1.1024 33717.0649 33105.2715 34514.1679 
5.5381 1.1009 33740.5288 33127.7385 34538.6454 
5.5434 1.0994 33763.8838 33150.1996 34563.1113 
5.5488 1.0980 33787.3056 33172.5998 34587.5964 
5.5542 1.0965 33810.7170 33194.9653 34612.0668 
5.5596 1.0950 33834.0967 33217.2922 34636.5370 
5.5650 1.0936 33857.5118 33239.7028 34660.9851 
5.5703 1.0921 33880.9519 33262.1025 34685.4164 
5.5757 1.0907 33904.3944 33284.5282 34709.8484 
5.5811 1.0892 33927.9046 33306.8783 34734.2571 
5.5865 1.0877 33951.3446 33329.2250 34758.5927 
5.5919 1.0863 33974.8410 33351.6105 34782.9932 
5.5972 1.0848 33998.2861 33373.9647 34807.3986 
5.6026 1.0834 34021.6972 33396.3156 34831.7568 
5.6080 1.0820 34045.0799 33418.7197 34856.1484 
5.6134 1.0805 34068.5003 33441.0586 34880.5699 
5.6188 1.0791 34091.9345 33463.4017 34904.9916 
5.6241 1.0776 34115.3697 33485.7962 34929.4264 
5.6295 1.0762 34138.7866 33508.1272 34953.8390 
5.6349 1.0748 34162.2512 33530.4634 34978.2739 
5.6403 1.0733 34185.6610 33552.8422 35002.6538 
5.6457 1.0719 34209.0359 33575.1543 35027.0230 
5.6510 1.0705 34232.4268 33597.5022 35051.3365 
5.6564 1.0691 34255.8183 33619.8483 35075.7121 
5.6618 1.0676 34279.2334 33642.2081 35100.1502 
5.6672 1.0662 34302.5524 33664.5737 35124.5542 
5.6726 1.0648 34325.9683 33686.8309 35148.8699 
5.6779 1.0634 34349.4085 33709.1166 35173.2237 
5.6833 1.0620 34372.7731 33731.4234 35197.6095 
5.6887 1.0605 34396.1637 33753.7234 35221.9252 
5.6941 1.0591 34419.5640 33776.0170 35246.1456 
5.6995 1.0577 34442.9857 33798.2649 35270.5912 
5.7048 1.0563 34466.6371 33820.2239 35295.1368 
5.7102 1.0549 34489.9770 33842.4693 35319.4598 
5.7156 1.0535 34513.2945 33864.7225 35343.9026 
5.7210 1.0521 34536.6034 33886.9725 35368.3110 
5.7264 1.0507 34559.9786 33909.2056 35392.7874 
5.7318 1.0493 34583.3648 33931.5004 35417.1361 
5.7371 1.0479 34606.6478 33953.8528 35441.4914 
5.7425 1.0465 34629.9705 33976.1463 35465.8734 
5.7479 1.0451 34653.3213 33998.4637 35490.1415 
5.7533 1.0438 34676.6550 34020.6644 35514.5185 
5.7587 1.0424 34699.9649 34042.9607 35538.8218 
5.7640 1.0410 34723.2071 34065.2572 35563.1443 
5.7694 1.0396 34746.5289 34087.5038 35587.4396 
5.7748 1.0382 34769.8605 34109.8076 35611.6990 
5.7802 1.0369 34794.6375 34134.3665 35638.2977 
5.7856 1.0355 34817.9642 34156.4786 35662.6640 
5.7909 1.0341 34841.3071 34178.5800 35687.0349 
5.7963 1.0327 34864.6278 34200.7528 35711.4331 
5.8017 1.0314 34887.9302 34222.9297 35735.8083 
5.8071 1.0300 34911.1987 34245.0792 35760.1408 
5.8125 1.0286 34934.4878 34267.2797 35784.5103 
5.8178 1.0273 34957.7788 34289.5077 35808.8211 
5.8232 1.0259 34981.0965 34311.6917 35833.1949 
5.8286 1.0245 35004.4892 34333.8546 35857.5265 
5.8340 1.0232 35027.8490 34355.9418 35881.8749 
5.8394 1.0218 35051.2095 34378.1004 35906.2314 
5.8447 1.0205 35074.5522 34400.3409 35930.5681 
5.8501 1.0191 35097.8454 34422.5578 35954.9489 
5.8555 1.0178 35121.1638 34444.8020 35979.3547 
5.8609 1.0164 35144.4261 34467.0611 36003.7322 
5.8663 1.0151 35167.7203 34489.3543 36028.0877 
5.8716 1.0137 35190.9868 34511.5784 36052.3772 
5.8770 1.0124 35214.2977 34533.7458 36076.7759 
5.8824 1.0111 35237.5864 34556.0451 36101.1615 
5.8878 1.0097 35260.8788 34578.2925 36125.5125 
5.8932 1.0084 35284.1124 34600.4509 36149.9585 
5.8986 1.0071 35307.2275 34622.9252 36174.3746 
5.9039 1.0057 35330.4398 34645.2186 36198.7680 
5.9093 1.0044 35352.6719 34665.4915 36220.4019 
5.9147 1.0031 35375.9907 34687.6647 36244.8601 
5.9201 1.0017 35399.2599 34709.9129 36269.3258 
5.9255 1.0004 35422.5057 34732.0596 36293.8483 
5.9308 0.9991 35447.0745 34756.2791 36320.5068 
5.9362 0.9978 35470.2707 34778.1540 36344.4530 
5.9416 0.9964 35493.6454 34799.9714 36368.6583 
5.9470 0.9951 35516.8409 34822.0640 36392.8596 
5.9524 0.9938 35540.0526 34844.0804 36417.2102 
5.9577 0.9925 35563.1858 34866.1853 36441.4945 
5.9631 0.9912 35586.3588 34888.3868 36465.7075 
5.9685 0.9899 35609.5311 34910.5713 36489.9931 
5.9739 0.9886 35632.4323 34933.0449 36514.2392 
5.9793 0.9873 35655.6349 34955.1125 36538.5574 
5.9846 0.9860 35678.8340 34977.2412 36562.8359 
5.9900 0.9847 35702.1012 34999.3564 36587.1020 
5.9954 0.9834 35725.3020 35021.4092 36611.4253 
6.0008 0.9821 35748.5321 35043.4847 36635.7075 
6.0062 0.9808 35771.7294 35065.5448 36660.0042 
6.0115 0.9795 35794.9624 35087.5961 36684.2963 
6.0169 0.9782 35818.0829 35109.7252 36708.5822 
6.0223 0.9769 35841.3101 35131.9069 36732.8694 
6.0277 0.9756 35864.4648 35153.9556 36757.1899 
6.0331 0.9743 35887.5585 35176.0629 36781.5519 
6.0384 0.9730 35910.7344 35198.1610 36805.8622 
6.0438 0.9717 35933.9112 35220.2030 36830.0910 
6.0492 0.9704 35957.1398 35242.2950 36854.3197 
6.0546 0.9692 35980.2935 35264.4637 36878.6769 
6.0600 0.9679 36003.4877 35286.6363 36902.8302 
6.0653 0.9666 36026.6374 35308.7137 36927.1267 
6.0707 0.9653 36049.7776 35330.7582 36951.4067 
6.0761 0.9641 36072.8847 35352.8412 36975.6127 
6.0815 0.9628 36096.2689 35374.5358 36999.9504 
6.0869 0.9615 36119.3805 35396.5745 37024.1825 
6.0923 0.9602 36142.3961 35418.6528 37048.3080 
6.0976 0.9590 36165.2484 35440.7374 37072.3181 
6.1030 0.9577 36190.3892 35464.3893 37098.6228 
6.1084 0.9564 36213.4730 35486.2552 37122.7421 
6.1138 0.9552 36236.5980 35508.2757 37146.9546 
6.1192 0.9539 36259.7053 35530.2913 37171.2377 
6.1245 0.9527 36282.8402 35552.2885 37195.4573 
6.1299 0.9514 36305.9969 35574.2537 37219.6876 
6.1353 0.9502 36329.1555 35596.3446 37243.9061 
6.1407 0.9489 36352.3730 35618.4091 37268.1247 
6.1461 0.9477 36375.4812 35640.4687 37292.3861 
6.1514 0.9464 36398.6280 35662.5171 37316.5962 
6.1568 0.9452 36421.7728 35684.5780 37340.8078 
6.1622 0.9439 36444.9442 35706.5455 37365.0586 
6.1676 0.9427 36467.7600 35728.9437 37389.2395 
6.1730 0.9414 36490.9374 35750.9470 37413.4390 
6.1783 0.9402 36514.0865 35773.0050 37437.6236 
6.1837 0.9389 36537.2286 35795.0386 37461.8031 
6.1891 0.9377 36560.3203 35817.1450 37486.0198 
6.1945 0.9365 36583.4586 35839.2477 37510.2207 
6.1999 0.9352 36606.5282 35861.3455 37534.4297 
6.2052 0.9340 36629.5677 35883.4334 37558.7044 
6.2106 0.9328 36652.6758 35905.4247 37582.8880 
6.2160 0.9315 36675.8088 35927.5346 37607.1044 
6.2214 0.9303 36698.9408 35949.6333 37631.3105 
6.2268 0.9291 36722.0819 35971.6751 37655.4742 
6.2321 0.9279 36745.2031 35993.7445 37679.6764 
6.2375 0.9266 36768.2872 36015.7950 37703.8249 
6.2429 0.9254 36791.4043 36037.8026 37728.0999 
6.2483 0.9242 36814.4439 36059.7863 37752.4189 
6.2537 0.9230 36837.5034 36081.7643 37776.6753 
6.2591 0.9218 36860.5959 36103.8148 37800.8930 
6.2644 0.9205 36883.7342 36125.8013 37825.1284 
6.2698 0.9193 36906.8463 36147.8205 37849.3168 
6.2752 0.9181 36929.9032 36169.8258 37873.4825 
6.2806 0.9169 36952.9503 36191.8752 37897.6518 
6.2860 0.9157 36976.0837 36213.9789 37921.7575 
6.2913 0.9145 36999.1436 36235.9183 37945.9593 
6.2967 0.9133 37022.2409 36257.9125 37970.2042 
6.3021 0.9121 37045.3357 36279.9390 37994.3739 
6.3075 0.9109 37068.4710 36301.9408 38018.5353 
6.3129 0.9097 37091.5216 36323.9616 38042.7203 
6.3182 0.9085 37114.6236 36345.9443 38066.9116 
6.3236 0.9073 37137.9474 36367.5611 38091.3515 
6.3290 0.9061 37160.9538 36389.5764 38115.4882 
6.3344 0.9049 37183.9998 36411.5617 38139.6525 
6.3398 0.9037 37207.0895 36433.5506 38163.7283 
6.3451 0.9025 37230.1020 36455.5843 38187.8548 
6.3505 0.9013 37253.1451 36477.6677 38211.8851 
6.3559 0.9001 37276.1340 36499.6233 38235.9645 
6.3613 0.8989 37299.0715 36521.6007 38260.0468 
6.3667 0.8978 37323.9299 36545.4728 38286.1829 
6.3720 0.8966 37346.8651 36567.2722 38310.2115 
6.3774 0.8954 37369.9876 36589.1544 38334.3090 
6.3828 0.8942 37393.0506 36611.0788 38358.4792 
6.3882 0.8930 37416.0870 36633.0288 38382.5814 
6.3936 0.8919 37439.0641 36655.0570 38406.6454 
6.3989 0.8907 37462.1361 36677.0501 38430.7266 
6.4043 0.8895 37485.1627 36699.0909 38454.8299 
6.4097 0.8883 37508.2271 36721.0831 38478.9573 
6.4151 0.8872 37531.3008 36743.1154 38503.0276 
6.4205 0.8860 37554.3410 36765.1255 38527.1468 
6.4258 0.8848 37577.5081 36787.0798 38551.2679 
6.4312 0.8837 37600.6815 36809.0976 38575.3856 
6.4366 0.8825 37623.7855 36831.0466 38599.5432 
6.4420 0.8813 37646.8613 36853.0364 38623.7124 
6.4474 0.8802 37669.8822 36875.0303 38647.8465 
6.4528 0.8790 37692.9671 36896.9862 38671.9880 
6.4581 0.8779 37716.0225 36919.0435 38696.1359 
6.4635 0.8767 37739.0689 36941.0473 38720.2512 
6.4689 0.8755 37762.0862 36963.0369 38744.3564 
6.4743 0.8744 37785.0541 36985.0709 38768.4905 
6.4797 0.8732 37808.1443 37007.0158 38792.5957 
6.4850 0.8721 37831.1902 37028.9253 38816.6663 
6.4904 0.8709 37854.3236 37050.8601 38840.7672 
6.4958 0.8698 37877.3470 37072.8084 38864.8546 
6.5012 0.8686 37900.4064 37094.7519 38888.9775 
6.5066 0.8675 37923.4633 37116.6838 38913.0157 
6.5119 0.8663 37946.4960 37138.6453 38937.1701 
6.5173 0.8652 37969.5055 37160.6135 38961.2739 
6.5227 0.8641 37992.2250 37182.9547 38985.3357 
6.5281 0.8629 38015.2187 37204.9207 39009.4852 
6.5335 0.8618 38038.2648 37226.9283 39033.5809 
6.5388 0.8606 38061.2230 37248.8957 39057.7265 
6.5442 0.8595 38084.2242 37270.8602 39081.7928 
6.5496 0.8584 38107.2548 37292.7874 39105.9086 
6.5550 0.8572 38130.3048 37314.7887 39130.0587 
6.5604 0.8561 38153.4221 37336.7214 39154.2067 
6.5657 0.8550 38176.5630 37358.6674 39178.2341 
6.5711 0.8539 38199.7071 37380.5401 39202.2053 
6.5765 0.8527 38222.8131 37402.5040 39226.3293 
6.5819 0.8516 38245.8806 37424.4781 39250.4018 
6.5873 0.8505 38268.9649 37446.5100 39274.4517 
6.5926 0.8494 38292.0763 37468.4855 39298.5171 
6.5980 0.8482 38315.1919 37490.4132 39322.5135 
6.6034 0.8471 38338.3002 37512.3437 39346.5844 
6.6088 0.8460 38361.4425 37534.3039 39370.7243 
6.6142 0.8449 38384.5773 37556.2306 39394.7973 
6.6195 0.8438 38407.6373 37578.1876 39418.9000 
6.6249 0.8426 38430.7524 37600.1433 39443.0195 
